7,29,-4.753218,4.233676
8,29,-4.733189,4.565972
9,29,-4.304791,4.411730
0,30,-4.522274,4.118417
1,30,-4.674245,4.388845
2,30,-4.681929,4.713243
3,30,-4.010442,4.453748
4,30,-4.473515,4.528423
5,30,-4.142449,4.691256
6,30,-4.319531,4.049589
7,30,-4.756335,4.229255
8,30,-4.732614,4.562273
9,30,-4.304173,4.413349
0,31,-4.521426,4.117330
1,31,-4.672517,4.384474
2,31,-4.677790,4.710648
3,31,-4.009577,4.452522
4,31,-4.472851,4.528533
5,31,-4.142306,4.692749
6,31,-4.318323,4.048700
7,31,-4.759340,4.224909
8,31,-4.732175,4.559083
9,31,-4.303481,4.415060
0,32,-4.520576,4.116240
1,32,-4.670863,4.380637
2,32,-4.673604,4.708241
3,32,-4.008711,4.451298
4,32,-4.472237,4.528631
5,32,-4.142132,4.694238
6,32,-4.317116,4.047809
7,32,-4.762116,4.220815
8,32,-4.731763,4.555594
9,32,-4.302699,4.416880
0,33,-4.519723,4.115149
1,33,-4.669271,4.377199
2,33,-4.669382,4.706016
3,33,-4.007843,4.450075
4,33,-4.471665,4.528720
5,33,-4.141927,4.695724
6,33,-4.315910,4.046917
7,33,-4.764601,4.217079
8,33,-4.731383,4.551800
9,33,-4.301814,4.418819
0,34,-4.518868,4.114057
1,34,-4.667622,4.373811
2,34,-4.665130,4.703971
3,34,-4.006973,4.448853
4,34,-4.471129,4.528801
5,34,-4.141692,4.697206
6,34,-4.314706,4.046023
7,34,-4.766800,4.213706
8,34,-4.731048,4.547767
9,34,-4.300814,4.420882
0,35,-4.518012,4.112964
1,35,-4.665846,4.370284
2,35,-4.660857,4.702102
3,35,-4.006102,4.447632
4,35,-4.470619,4.528876
5,35,-4.141427,4.698682
6,35,-4.313502,4.045128
7,35,-4.768764,4.210632
8,35,-4.730841,4.544664
9,35,-4.299692,4.423058
0,36,-4.517152,4.111869
1,36,-4.664040,4.366781
2,36,-4.656570,4.700407
3,36,-4.005229,4.446412
4,36,-4.470121,4.528947
5,36,-4.141133,4.700153
6,36,-4.312299,4.044232
7,36,-4.770539,4.207798
8,36,-4.730692,4.541960
9,36,-4.298450,4.425321
0,37,-4.516291,4.110773
1,37,-4.662256,4.363386
2,37,-4.652275,4.698882
3,37,-4.004354,4.445193
4,37,-4.469624,4.529016
5,37,-4.140809,4.701618
6,37,-4.311098,4.043334
7,37,-4.772149,4.205174
8,37,-4.730572,4.539400
9,37,-4.297100,4.427630
0,38,-4.515427,4.109675
1,38,-4.660512,4.360111
2,38,-4.647980,4.697524
3,38,-4.003478,4.443975
4,38,-4.469110,4.529086
5,38,-4.140457,4.703075
6,38,-4.309897,4.042435
7,38,-4.773609,4.202745
8,38,-4.730471,4.536951
9,38,-4.295666,4.429935
0,39,-4.514561,4.108577
1,39,-4.658814,4.356957
2,39,-4.645075,4.696711
3,39,-4.002601,4.442759
4,39,-4.468565,4.529158
5,39,-4.140076,4.704526
6,39,-4.308697,4.041534
7,39,-4.774933,4.200493
8,39,-4.730385,4.534616
9,39,-4.294184,4.432176
0,40,-4.513693,4.107478
1,40,-4.657168,4.353927
2,40,-4.643130,4.696213
3,40,-4.001722,4.441543
4,40,-4.467976,4.529233
5,40,-4.139668,4.705970
6,40,-4.307499,4.040633
7,40,-4.776136,4.198403
8,40,-4.730311,4.532444
9,40,-4.292689,4.434307
0,41,-4.512823,4.106377
1,41,-4.655581,4.351027
2,41,-4.641627,4.695848
3,41,-4.000841,4.440329
4,41,-4.467335,4.529312
5,41,-4.139231,4.707405
6,41,-4.306302,4.039729
7,41,-4.777232,4.196457
8,41,-4.730245,4.530420
9,41,-4.291215,4.436295
0,42,-4.511950,4.105276
1,42,-4.654067,4.348279
2,42,-4.640307,4.695536
3,42,-3.999959,4.439116
4,42,-4.466623,4.529397
5,42,-4.138768,4.708831
6,42,-4.305105,4.038825
7,42,-4.778234,4.194637
8,42,-4.730183,4.528507
9,42,-4.289787,4.438123
0,43,-4.511076,4.104173
1,43,-4.652619,4.345668
2,43,-4.639054,4.695243
3,43,-3.999076,4.437903
4,43,-4.465849,4.529486
5,43,-4.138278,4.710249
6,43,-4.303909,4.037919
7,43,-4.779156,4.192925
