MAP,60,-31,32,2
MAP,60,-34,31,2
MAP,60,-25,28,-1
MAP,60,-28,27,2
MAP,60,-35,27,2
MAP,60,-28,34,2
MAP,60,-27,31,1
MAP,60,-32,28,1
MAP,60,-25,35,2
MAP,60,-24,32,2
MAP,70,-31,33,2
MAP,70,-31,26,2
MAP,70,-34,32,2
MAP,70,-28,28,1
MAP,70,-28,35,2
MAP,70,-32,29,1
MAP,70,-27,25,2
MAP,70,-35,28,2
MAP,70,-27,32,2
MAP,70,-25,29,2
MAP,70,-24,33,2
MAP,70,-30,30,1
MAP,70,-23,30,1
MAP,70,-31,34,2
MAP,70,-31,27,2
MAP,70,-33,30,2
MAP,70,-35,29,2
MAP,70,-27,26,2
MAP,70,-30,31,1
MAP,70,-28,29,1
MAP,70,-26,30,1
MAP,70,-24,34,2
MAP,70,-23,31,-1
MAP,70,-34,33,2
MAP,70,-31,35,2
MAP,70,-33,31,2
MAP,70,-30,32,2
MAP,70,-30,25,2
MAP,70,-31,28,1
MAP,70,-27,27,2
MAP,70,-26,31,1
MAP,70,-24,35,2
MAP,70,-29,30,1
MAP,70,-34,27,2
MAP,70,-33,32,2
MAP,70,-30,26,2
MAP,70,-30,33,2
MAP,70,-34,28,2
MAP,70,-33,25,2
MAP,70,-26,25,2
MAP,70,-27,28,1
MAP,70,-26,32,1
MAP,70,-31,29,1
MAP,70,-23,33,2
MAP,70,-29,31,1
MAP,70,-24,29,-1
MAP,70,-22,30,-1
MAP,70,-30,27,2
MAP,70,-33,26,2
MAP,70,-30,34,2
MAP,70,-29,25,2
MAP,70,-34,29,2
MAP,70,-27,29,1
MAP,70,-26,26,2
MAP,70,-26,33,-1
MAP,70,-23,34,2
MAP,70,-32,30,1
MAP,70,-29,32,1
MAP,70,-25,30,1
MAP,70,-29,26,2
MAP,70,-30,35,2
MAP,70,-28,30,2
MAP,70,-33,27,2
MAP,70,-35,30,2
MAP,70,-29,33,2
MAP,70,-33,34,2
MAP,70,-30,28,1
MAP,70,-26,27,2
MAP,70,-26,34,2
MAP,70,-32,31,1
MAP,70,-25,31,1
MAP,70,-23,35,2
MAP,70,-33,35,2
MAP,70,-35,31,2
MAP,70,-33,28,2
MAP,70,-29,27,2
MAP,70,-32,32,2
MAP,70,-32,25,2
MAP,70,-26,28,1
MAP,70,-29,34,2
MAP,70,-25,32,1
